Height,Weight
70.69,194.94
70.97,212.83
74.60,249.95
64.95,168.53
67.39,174.03
70.67,193.56
71.70,207.11
70.68,205.82
70.47,199.36
68.42,178.62
70.42,189.58
71.68,200.21
67.90,165.76
63.01,151.35
66.80,174.99
66.02,174.61
64.91,166.24
68.50,193.98
70.02,189.91
64.55,148.79
72.46,223.32
69.96,191.07
69.32,172.46
69.57,191.55
69.67,192.09
69.23,177.59
64.45,162.62
67.45,177.85
73.49,214.82
70.97,204.41
74.70,225.51
68.19,190.27
69.86,207.92
67.20,177.31
67.84,192.74
70.88,218.23
71.24,192.02
74.46,219.81
69.55,183.75
70.61,183.58
67.95,183.70
72.19,215.87
68.07,177.55
68.64,176.01
68.83,200.33
68.02,181.99
73.63,215.55
67.35,171.16
73.84,214.03
66.36,170.05
72.17,198.69
71.41,205.62
70.67,198.02
65.84,164.99
71.77,202.23
70.87,201.93
69.84,188.69
70.41,198.74
70.83,173.96
66.68,183.44
65.99,183.83
68.53,170.89
68.31,184.78
68.26,169.23
66.48,197.65
64.36,149.46
68.77,174.34
72.43,200.09
70.95,194.29
72.51,206.75
70.38,197.43
72.34,216.71
72.06,220.13
70.04,175.98
69.24,189.63
64.37,154.01
69.49,188.42
64.61,172.32
71.41,210.43
68.75,175.37
67.52,157.92
69.44,202.31
66.53,176.19
68.09,178.45
68.02,174.27
66.17,166.68
70.80,196.27
68.21,192.82
70.69,199.96
71.90,216.05
71.28,209.90
65.10,164.26
66.49,173.35
72.02,202.75
68.36,179.95
69.92,181.73
73.19,201.22
68.64,172.55
69.80,184.29
65.42,167.55
68.79,175.84
66.27,158.39
72.39,199.45
68.04,174.37
71.76,211.56
70.92,196.84
72.70,220.87
71.08,207.59
70.09,220.52
71.61,210.04
75.98,226.47
71.30,199.27
66.92,160.43
71.11,202.99
70.60,195.54
68.51,183.65
63.84,147.89
68.82,184.72
67.10,187.10
66.33,163.75
70.03,200.92
65.64,170.21
67.23,186.27
71.29,202.94
69.46,202.97
68.90,196.14
69.62,180.51
69.14,188.63
68.61,187.74
64.82,158.88
66.94,171.11
68.94,185.78
64.03,157.85
66.93,151.20
69.75,195.24
71.09,188.68
73.05,218.71
74.35,206.02
70.18,189.92
71.53,212.25
68.88,171.85
67.68,179.30
71.70,212.04
68.79,197.68
66.69,174.74
73.06,195.59
73.54,206.10
71.83,198.97
76.47,246.23
70.93,213.24
72.44,230.23
72.10,212.85
68.23,192.45
67.76,172.22
61.76,135.54
68.69,195.12
71.48,214.98
71.65,207.07
71.75,198.12
72.16,207.86
70.45,183.24
68.26,185.65
66.80,165.11
67.45,160.01
69.78,188.07
67.45,174.39
65.69,168.23
61.80,135.89
73.61,220.03
64.18,169.80
69.32,193.28
70.40,195.42
63.06,157.44
67.70,170.14
77.45,232.65
69.67,177.60
71.17,185.21
67.97,185.03
68.96,184.03
74.86,225.28
65.74,148.14
67.45,162.84
65.92,175.42
67.66,172.06
69.69,181.94
71.32,192.95
71.36,195.94
65.28,163.96
71.54,203.78
67.06,178.51
63.90,140.43
71.17,194.06
68.30,182.23
68.79,179.09
59.98,112.90
68.36,188.79
68.26,171.35
75.01,221.45
68.45,199.38
64.99,159.11
70.72,209.16
74.43,228.38
62.27,154.28
66.90,164.36
70.19,195.72
71.08,183.73
76.12,240.64
71.28,205.18
69.34,197.22
68.05,177.12
69.30,172.35
73.49,218.67
66.32,167.21
71.87,211.32
67.31,172.07
68.88,182.31
70.79,194.70
69.98,192.14
67.66,171.70
69.16,190.85
69.21,205.70
68.00,177.60
66.36,153.32
67.67,174.72
67.78,198.31
66.86,189.41
70.87,199.66
72.24,203.37
67.61,180.25
69.70,197.05
68.06,188.38
63.12,160.76
70.51,187.14
74.30,229.09
66.52,167.08
70.47,182.80
67.65,182.48
68.32,183.22
75.53,227.95
65.48,164.49
71.37,215.00
72.18,203.96
67.42,166.54
63.70,152.57
72.09,210.13
65.51,173.18
64.01,151.13
66.66,182.75
72.61,216.59
67.01,197.80
69.67,192.56
65.08,174.74
69.22,189.20
67.25,188.00
70.21,192.88
67.17,186.99
69.44,195.45
70.69,184.94
65.06,150.58
68.37,188.43
66.42,193.60
71.12,202.66
70.43,186.55
67.75,188.48
68.82,197.62
72.66,219.88
79.00,269.99
67.18,176.45
66.74,166.25
67.05,160.16
74.01,227.94
65.19,154.74
67.53,167.21
67.77,170.30
69.36,177.74
69.44,178.37
64.98,151.01
68.04,175.45
72.37,195.01
70.13,202.99
68.00,152.62
67.04,188.61
73.16,213.51
70.58,194.79
69.16,177.72
73.99,217.58
69.45,198.83
69.47,183.30
71.53,218.20
72.28,207.54
67.78,174.10
67.80,182.19
71.04,214.48
68.40,169.63
68.77,191.48
71.23,200.78
67.45,174.72
66.86,169.38
66.18,171.56
66.87,168.45
68.59,178.93
63.98,158.21
66.48,169.61
65.87,167.77
69.21,188.95
73.52,212.87
65.20,147.36
70.34,214.23
69.76,196.01
70.68,199.51
67.92,183.54
71.88,211.85
71.13,175.51
67.08,181.53
68.02,169.79
67.97,194.95
66.88,186.88
70.39,206.90
73.57,219.40
65.81,154.88
70.56,180.48
68.09,187.31
77.47,252.56
72.39,209.42
65.44,178.45
65.91,168.22
75.62,241.20
69.64,195.03
69.73,205.23
69.01,177.59
69.01,208.54
68.70,184.22
70.41,185.16
67.89,169.25
71.52,194.26
67.84,166.15
70.29,189.25
70.83,197.93
69.16,190.70
74.15,211.24
69.39,192.71
72.60,205.10
69.33,180.36
64.26,161.31
62.42,162.54
66.23,156.68
64.24,135.17
72.09,210.64
70.25,202.92
65.83,168.42
75.21,227.58
73.46,223.07
66.63,174.89
67.16,193.39
67.99,188.12
64.12,152.84
70.18,189.21
69.52,173.98
71.61,204.49
68.28,182.21
74.56,210.69
72.63,208.07
73.01,201.75
71.96,208.82
69.28,189.94
67.36,177.38
67.29,179.01
70.09,167.30
64.34,175.68
69.87,195.71
63.99,154.96
66.69,185.37
72.44,201.61
69.68,211.71
67.64,166.26
68.41,189.00
72.09,200.44
70.25,193.01
71.37,205.54
71.10,201.85
69.38,196.23
70.14,192.78
67.28,174.97
70.74,201.13
66.37,166.40
67.23,177.31
68.27,172.08
68.17,178.72
67.67,183.74
66.47,168.90
76.57,229.86
68.96,187.52
72.45,196.63
68.04,203.16
66.72,181.82
70.67,185.76
71.47,190.55
71.58,207.92
67.42,181.11
69.53,200.68
70.76,188.79
67.60,149.57
71.24,205.39
69.58,214.61
73.37,216.70
73.50,223.41
69.41,187.08
71.79,221.70
67.60,168.83
67.67,179.19
68.59,182.08
71.35,208.34
67.94,207.68
67.44,173.23
69.99,212.06
68.52,187.90
66.69,158.73
68.48,185.77
73.99,200.58
73.33,222.87
72.56,208.66
67.68,193.59
69.94,204.18
65.33,163.06
68.17,197.18
69.26,206.73
70.03,197.69
69.03,174.48
69.14,175.83
66.78,176.61
69.45,194.82
71.46,209.68
70.35,187.82
72.09,219.30
69.25,176.25
66.70,164.03
68.07,176.98
63.42,156.13
67.43,177.12
70.51,191.36
68.66,184.26
67.13,170.04
69.51,174.22
59.94,141.46
68.03,160.09
67.62,193.77
69.67,216.73
67.35,189.58
67.24,181.66
71.38,205.87
68.70,186.81
63.40,152.13
72.22,198.39
69.93,185.79
64.49,166.70
71.58,192.73
69.71,201.15
69.97,188.77
72.25,187.61
71.80,204.26
66.96,190.37
68.27,196.84
67.04,175.45
65.74,178.11
69.12,179.02
71.16,203.28
68.21,174.32
69.47,206.74
68.14,181.27
63.46,165.75
67.51,176.09
65.94,160.49
71.89,203.22
64.80,165.60
71.73,203.62
65.70,173.06
72.86,216.06
70.22,185.95
65.56,162.52
67.50,178.79
64.82,166.78
69.60,173.92
67.67,182.02
71.91,212.88
66.45,174.91
68.11,186.58
65.08,165.31
73.07,206.79
66.66,172.94
66.93,183.09
69.61,184.20
69.10,183.40
65.48,174.53
64.72,150.62
69.03,183.85
62.95,154.06
68.00,186.37
67.53,180.06
65.19,156.29
69.77,169.75
74.88,236.36
67.67,169.81
70.49,188.80
64.49,159.38
74.40,212.64
65.09,165.86
71.41,189.20
71.65,184.98
67.00,190.56
69.35,181.85
68.54,181.30
72.61,221.18
68.24,186.74
71.14,191.32
68.32,183.59
70.57,213.06
69.03,183.73
68.27,186.29
71.17,200.36
70.32,199.01
62.11,145.77
69.16,178.75
64.26,158.03
69.51,192.59
73.58,215.76
73.41,209.26
66.17,174.18
71.86,198.41
68.59,187.29
66.62,166.63
70.29,192.74
70.40,190.83
73.49,209.97
64.36,175.09
67.78,182.16
71.84,202.15
68.92,192.63
68.06,176.25
63.77,161.00
66.89,191.10
68.78,187.64
67.80,158.35
63.27,143.25
67.38,186.68
64.06,166.69
74.03,217.82
71.32,198.75
70.41,206.35
69.56,187.49
62.35,139.20
71.35,209.31
70.87,199.51
63.75,156.46
66.69,179.30
67.05,169.81
72.74,190.28
63.47,141.10
71.17,185.05
64.46,157.31
66.41,177.15
67.20,168.98
71.25,205.35
66.49,170.99
71.72,202.27
67.98,184.37
67.58,180.85
68.04,162.12
64.96,165.07
68.54,187.32
67.95,178.70
76.81,227.22
65.76,163.23
70.37,185.30
68.31,186.12
69.49,187.84
71.50,192.89
61.23,153.52
70.02,197.26
75.99,231.35
65.74,145.99
67.36,198.89
70.40,203.54
66.38,162.02
67.86,191.71
75.69,235.14
61.46,135.51
59.38,136.39
66.39,186.07
71.09,198.03
69.58,192.47
67.29,182.52
73.62,225.29
70.46,187.52
65.13,138.65
68.36,176.41
64.85,157.72
71.16,192.35
62.81,153.50
65.61,152.91
72.97,202.62
66.04,170.80
70.34,206.24
64.94,133.51
65.87,174.50
64.61,153.28
66.98,173.66
70.02,196.25
65.11,149.11
67.26,181.67
71.98,191.02
68.50,192.34
70.95,202.05
64.68,160.79
69.08,174.39
67.05,173.82
67.14,177.98
69.74,199.89
68.89,180.69
70.25,189.27
62.31,149.44
70.46,185.02
63.71,139.41
73.46,199.87
71.65,199.04
70.14,182.83
66.64,155.76
70.75,197.84
68.15,193.16
68.95,178.29
71.12,193.80
68.85,178.26
71.33,184.52
74.34,209.24
69.33,178.95
71.10,206.24
71.51,205.88
71.58,200.39
70.35,194.33
66.40,165.96
74.52,201.96
72.23,206.22
73.11,207.24
69.56,181.32
72.66,221.89
65.70,160.20
68.01,175.02
70.19,192.86
70.84,213.74
66.07,179.70
66.56,154.63
74.52,216.53
63.73,162.22
69.90,187.06
75.85,227.28
68.39,185.44
71.01,207.55
68.27,184.99
72.39,215.68
67.17,158.47
69.38,194.49
68.46,182.90
68.43,196.10
68.99,180.37
70.62,185.44
65.04,170.63
73.02,205.28
68.72,182.46
68.93,200.06
75.15,221.33
63.15,119.24
64.50,169.84
69.17,181.82
67.12,178.27
64.57,176.72
69.98,193.72
67.29,154.72
67.58,167.58
70.03,198.70
67.29,199.01
67.72,175.16
71.25,196.32
70.98,191.14
66.80,173.21
66.38,172.74
73.51,210.40
69.37,183.94
68.72,173.89
71.54,207.31
73.07,207.65
69.51,187.37
67.27,190.36
69.02,198.71
72.89,220.91
70.71,202.07
68.96,181.54
70.47,200.58
69.01,190.82
66.45,162.94
68.87,177.13
68.42,180.26
74.24,232.23
69.07,198.77
73.40,208.22
70.27,185.72
74.34,210.11
67.71,196.93
66.45,162.81
69.06,204.26
68.04,172.44
68.76,209.28
70.89,201.42
70.87,201.51
69.22,167.74
68.44,190.82
68.25,179.25
72.23,203.39
70.85,196.31
68.79,187.95
68.87,168.36
66.74,170.66
61.68,144.76
63.33,138.15
64.91,148.91
72.96,204.18
70.07,205.39
66.01,169.10
66.68,174.57
62.40,144.55
69.59,194.50
73.08,230.68
70.65,193.52
72.37,199.38
69.26,178.35
66.21,167.63
64.60,149.94
68.37,164.90
68.89,192.44
65.06,174.36
71.54,207.20
73.06,196.06
65.34,154.12
69.80,181.42
71.90,203.46
69.89,194.53
69.26,197.41
68.57,192.61
74.15,212.28
67.50,189.01
72.79,217.16
68.91,184.62
68.72,195.67
68.31,169.78
61.07,122.68
69.57,165.78
71.17,198.71
71.77,182.07
68.16,170.48
64.89,157.25
66.47,176.60
67.17,165.03
62.56,164.05
70.05,176.59
69.33,177.36
65.60,146.33
69.08,188.26
64.87,162.31
70.70,202.91
63.74,146.16
66.11,170.26
64.56,164.89
71.99,188.56
73.08,203.81
66.03,160.19
70.80,191.95
65.20,177.05
66.24,161.68
66.00,183.47
67.52,158.11
66.31,162.51
60.27,126.46
68.70,171.14
66.73,181.49
67.27,185.29
66.56,164.96
67.52,173.52
69.15,182.75
69.42,194.33
71.62,208.34
70.31,196.75
68.40,197.79
67.78,191.50
70.49,174.04
74.71,215.23
67.12,187.07
67.62,194.52
69.07,193.43
69.46,187.91
65.52,178.29
71.46,174.35
67.42,176.49
72.45,213.36
72.09,192.82
71.33,194.40
69.28,173.27
70.77,188.71
65.41,143.42
62.79,137.32
68.28,183.43
66.11,182.88
69.05,191.52
71.21,198.05
67.59,173.83
65.41,167.63
71.27,209.11
72.43,204.56
70.86,199.97
70.17,192.35
72.12,200.91
70.04,201.55
70.25,187.66
69.44,184.44
68.45,191.82
72.69,194.24
70.17,207.78
73.43,218.69
69.90,200.12
73.18,223.40
68.41,184.15
70.12,209.98
68.58,196.42
64.58,160.17
64.91,159.20
69.65,189.61
69.58,199.27
70.04,181.32
67.17,178.67
70.66,189.14
68.00,181.15
69.13,179.01
68.05,173.20
66.74,193.73
70.44,194.90
69.40,189.94
69.95,188.31
68.74,188.76
65.22,155.14
67.50,171.98
64.85,154.44
69.11,191.15
68.96,182.19
65.55,175.90
65.75,167.67
67.56,156.18
64.83,146.95
66.18,156.49
71.17,193.72
70.48,215.49
67.98,179.42
72.31,203.25
74.81,232.21
74.02,207.71
70.24,184.28
68.53,172.52
65.39,156.87
67.29,185.86
65.89,175.26
74.12,217.35
68.49,193.73
71.46,179.44
69.24,175.23
65.49,170.81
66.82,176.83
71.80,205.90
68.07,171.70
70.21,185.71
76.84,211.72
63.72,165.98
63.22,172.02
67.17,158.37
68.95,181.78
70.42,216.21
70.10,176.67
68.22,186.20
65.07,174.71
64.63,135.89
68.37,190.92
65.76,164.09
71.95,208.20
66.71,173.96
68.28,184.81
72.98,218.57
68.13,175.02
68.60,186.97
65.52,159.94
71.43,205.70
74.14,219.05
65.60,165.23
73.04,196.66
71.06,189.32
65.66,169.96
69.57,182.87
75.26,227.44
71.91,204.03
73.54,214.34
65.39,178.44
67.89,178.18
67.92,179.25
66.66,183.17
73.18,208.84
70.13,192.08
72.73,213.68
68.97,175.55
69.48,183.12
62.18,152.79
68.05,182.76
65.59,171.22
70.33,185.59
72.50,204.63
71.15,190.86
68.01,194.75
72.98,202.18
67.72,182.36
68.52,188.05
66.35,171.69
68.18,172.96
71.88,211.04
71.77,200.80
71.15,210.05
66.09,175.65
70.82,186.60
71.30,206.16
69.81,186.67
65.52,175.57
68.56,191.09
72.27,211.46
63.58,142.17
71.04,205.84
65.68,163.14
65.21,151.88
64.84,142.73
69.96,186.45
67.38,170.00
63.23,164.50
70.38,180.30
71.61,193.07
67.09,176.42
63.97,160.06
67.58,180.42
65.19,185.35
71.78,205.17
72.10,206.22
72.37,210.19
73.10,215.71
69.91,181.59
64.56,161.89
70.35,197.68
68.54,179.57
67.79,186.12
72.63,192.33
67.20,179.21
75.95,237.57
63.96,152.65
69.01,196.32
64.97,172.52
72.06,202.33
66.98,193.82
70.28,186.92
67.19,179.72
65.90,167.62
73.70,232.72
67.97,171.73
65.63,180.00
65.82,163.59
71.72,190.99
73.50,205.47
64.03,147.37
68.28,199.60
74.34,220.38
69.81,206.29
71.42,209.23
73.29,228.56
72.09,205.39
63.91,167.84
72.25,193.51
70.60,188.45
70.87,214.98
71.96,198.40
68.15,178.17
68.93,189.58
66.30,180.20
65.27,149.93
68.48,180.90
65.64,170.10
68.87,178.82
68.46,181.36
69.32,194.33
70.46,203.26
72.67,219.10
69.34,181.90
68.57,185.98
71.62,201.68
68.90,175.45
72.66,188.40
71.38,217.37
70.28,211.58
70.71,197.06
68.52,186.72
61.74,140.01
68.77,187.55
73.57,205.36
66.56,179.22
70.31,208.50
72.56,211.77
73.69,228.45
68.14,170.80
68.46,186.21
73.84,229.34
66.67,176.88
74.40,240.94
67.77,172.67
64.07,155.34
66.64,170.37
69.38,194.75
70.00,190.09
74.59,227.12
68.46,175.62
69.58,187.03
67.05,183.06
71.22,194.94
67.07,167.28
73.12,208.58
66.46,169.97
67.79,164.34
70.35,195.97
71.13,205.64
72.30,212.06
68.96,193.83
67.14,165.14
69.97,189.84
68.57,189.13
68.09,169.94
75.89,224.13
71.99,211.02
68.46,185.53
72.47,208.29
67.74,166.35
70.03,174.32
72.19,216.20
69.59,187.86
71.05,200.73
70.81,181.56
68.06,189.37
73.39,203.51
75.34,218.53
72.25,205.23
66.18,176.48
61.68,156.45
71.89,199.83
62.48,148.91
67.97,186.61
69.69,201.48
62.95,150.67
71.36,197.47
67.33,187.71
67.78,192.20
69.16,175.30
68.86,201.80
67.08,203.49
67.30,187.35
67.52,174.40
68.57,179.80
71.57,198.03
73.23,210.55
69.44,169.50
71.62,220.34
65.77,171.41
72.74,208.38
67.23,178.07
70.88,192.35
69.96,189.02
65.87,178.22
70.86,184.49
71.59,197.89
70.05,184.83
67.50,175.88
65.15,140.51
69.02,187.57
70.82,184.45
70.86,190.80
68.05,177.03
69.84,186.28
63.49,160.49
66.63,164.06
70.88,191.89
67.36,181.37
70.44,225.80
69.43,196.25
68.85,187.03
71.33,196.62
75.28,219.11
68.31,174.24
66.78,158.72
70.57,185.96
66.99,159.76
67.61,178.89
72.78,201.19
72.36,175.17
70.64,189.81
68.56,190.37
68.14,192.57
63.39,136.67
63.67,161.58
69.58,195.32
69.10,194.58
70.96,178.55
70.36,196.14
69.24,179.37
68.93,187.63
72.42,204.71
68.43,194.61
71.60,196.67
72.97,200.51
68.72,186.43
70.60,200.37
70.54,209.71
61.14,125.83
70.82,204.58
67.84,192.37
72.35,224.60
70.09,198.70
65.51,162.73
69.37,187.33
70.43,188.76
69.16,200.61
69.08,194.28
65.63,188.32
70.25,176.05
74.26,218.51
73.43,223.19
68.95,180.48
69.31,191.42
71.97,210.49
69.26,196.38
69.32,206.08
64.57,167.44
69.61,187.53
71.98,203.08
71.38,205.55
68.91,186.71
70.65,207.56
71.59,201.61
71.86,202.91
64.15,153.88
68.08,162.51
71.19,192.97
68.26,186.30
68.16,179.25
66.27,159.01
64.76,177.22
64.59,161.64
67.41,158.75
72.12,184.68
68.14,167.29
69.55,186.90
71.80,196.21
68.07,172.71
68.50,205.89
69.24,192.10
62.81,139.31
63.79,169.07
71.46,189.18
70.36,201.60
70.44,194.10
68.38,168.15
70.95,185.97
71.11,206.49
70.14,186.11
60.94,140.15
71.70,199.95
71.16,197.26
71.13,207.58
70.45,182.86
72.36,216.06
67.91,167.73
67.72,180.05
71.77,190.41
72.80,196.50
70.40,188.59
73.14,217.24
70.44,197.18
68.52,176.71
62.49,144.46
69.33,218.91
71.92,203.85
72.06,205.94
72.71,204.37
67.89,178.33
69.89,200.12
68.32,173.78
71.70,203.00
65.54,145.91
64.82,166.13
68.69,200.31
75.43,222.18
70.59,217.64
71.01,195.23
67.36,178.17
67.17,186.35
72.59,204.34
67.72,171.73
71.77,200.13
60.94,152.35
68.28,181.45
68.65,176.03
67.84,185.73
72.39,206.67
69.36,187.40
69.51,200.24
66.97,180.64
68.06,187.78
73.85,205.48
70.43,199.14
68.36,187.92
75.16,250.32
66.12,184.13
67.77,187.16
60.27,132.95
70.78,193.76
65.12,165.84
66.21,180.58
69.02,191.81
67.14,185.79
69.48,209.18
69.74,183.68
68.30,203.23
71.05,191.01
67.96,190.96
65.78,170.22
70.55,195.18
68.85,196.72
67.62,165.96
63.76,157.51
69.72,201.47
69.56,188.24
70.01,184.06
68.11,163.70
72.09,207.13
73.08,211.11
73.90,206.64
67.00,171.54
65.74,166.62
63.86,157.41
67.78,189.91
68.03,182.74
66.53,164.72
69.36,200.94
65.88,174.30
68.36,194.47
75.54,212.01
67.80,187.29
67.86,175.60
66.50,162.62
64.95,162.90
69.35,180.52
67.94,185.01
67.45,170.51
69.64,190.25
72.45,209.32
67.46,182.63
69.95,196.47
71.68,215.88
64.99,169.41
60.22,146.96
71.41,192.57
68.91,202.74
73.61,211.46
68.69,180.93
74.32,210.04
67.35,174.63
68.36,189.20
69.68,188.15
68.84,153.47
66.55,179.10
68.99,186.03
67.32,178.08
64.96,164.30
71.36,212.59
68.75,174.65
69.92,196.43
73.97,216.86
69.07,183.58
68.75,195.12
67.97,166.31
65.81,178.97
64.58,156.92
70.46,191.92
71.33,198.42
70.97,183.20
65.24,158.62
69.50,186.60
70.19,198.14
68.50,184.66
69.19,166.25
70.56,189.70
69.43,199.34
69.78,191.50
67.47,181.55
64.43,166.67
66.90,192.02
70.15,200.15
66.69,170.71
61.61,136.67
68.16,194.18
69.22,218.31
70.07,195.86
69.88,181.67
69.03,180.80
70.72,205.55
69.08,183.41
68.41,184.01
70.10,192.00
72.20,193.79
71.64,200.71
68.65,178.40
66.38,163.78
69.07,207.02
68.86,185.54
72.29,213.90
65.49,172.47
70.64,210.80
71.96,209.78
71.05,215.26
69.78,191.96
69.43,200.22
72.31,199.75
65.81,191.56
65.91,167.72
70.65,204.87
65.23,167.37
70.20,214.00
64.07,147.20
66.82,178.17
74.11,240.85
69.00,211.12
70.00,196.51
67.47,170.48
74.45,213.70
70.12,180.24
68.79,179.94
67.73,178.30
70.84,201.39
70.33,190.41
69.48,191.76
70.97,194.20
64.14,159.63
70.66,201.80
69.49,185.68
68.49,182.33
66.93,177.60
66.86,180.34
69.86,183.81
66.70,157.73
70.57,205.28
64.33,163.98
64.99,144.55
68.13,177.90
71.95,207.69
68.73,184.51
70.96,188.73
70.90,193.45
71.83,208.69
65.71,162.29
68.49,193.46
70.12,182.42
66.87,166.40
72.45,202.99
70.89,194.69
68.31,171.31
71.59,201.26
68.88,192.35
69.35,194.45
70.04,199.50
68.67,186.13
66.47,180.77
70.30,213.47
72.35,201.91
70.38,189.72
65.01,157.61
68.16,177.00
69.92,207.07
73.43,208.87
63.72,156.77
62.26,129.29
72.21,202.09
74.24,222.25
70.11,216.95
72.20,201.88
68.09,175.16
68.04,186.06
71.42,188.96
72.87,219.03
69.64,192.94
67.68,188.22
67.38,180.09
63.42,150.86
65.22,174.93
69.47,192.98
68.93,186.78
69.22,188.09
68.94,172.38
67.45,195.15
65.38,152.29
69.64,174.16
64.79,157.00
68.86,192.03
67.08,182.01
67.04,167.91
67.30,189.81
70.55,194.21
65.40,176.16
67.11,159.31
66.86,173.53
71.96,205.56
64.04,163.05
61.63,147.87
70.96,202.12
66.91,166.90
69.22,168.52
67.37,188.77
71.54,211.84
71.89,203.90
73.61,216.40
64.10,161.81
70.96,195.02
70.28,203.47
67.44,171.38
69.47,187.12
68.74,189.78
70.90,200.47
66.67,157.49
67.79,173.64
68.46,183.52
69.51,193.22
69.77,188.84
66.49,176.01
72.73,219.13
71.49,189.99
71.47,198.08
64.64,165.07
69.69,186.38
70.00,187.72
67.03,157.45
69.89,185.73
65.36,158.04
64.45,138.09
68.29,181.40
69.94,177.38
68.38,191.59
67.51,182.90
71.87,193.14
72.04,181.29
68.69,178.51
68.69,187.32
67.56,192.96
69.52,189.43
72.20,194.87
71.31,196.97
69.63,175.39
69.21,196.27
67.19,187.11
72.17,199.04
69.63,206.02
67.90,184.21
64.77,159.08
69.03,180.70
69.38,192.76
63.01,162.69
69.77,197.63
70.23,195.15
64.94,145.77
76.27,247.39
66.46,166.02
68.41,179.43
71.78,199.71
67.38,198.55
70.10,196.19
72.72,206.40
70.55,190.37
64.48,164.65
68.42,189.60
67.40,179.57
69.76,188.96
66.81,179.54
69.39,204.59
70.42,190.84
62.69,153.89
71.20,210.17
65.04,168.62
69.58,206.60
73.80,211.76
68.09,177.37
71.45,192.91
68.04,178.11
67.77,159.09
68.18,170.54
72.99,205.65
69.91,183.28
68.20,188.20
68.78,192.41
67.57,186.06
70.82,184.52
73.68,211.29
62.95,145.69
65.46,161.33
72.74,211.17
68.84,181.55
67.47,162.48
61.33,139.83
73.36,212.26
65.16,157.69
71.98,220.76
70.86,185.42
67.62,181.91
68.34,182.68
70.35,211.49
70.48,197.29
67.78,182.62
72.46,203.42
70.43,193.24
71.05,212.11
69.62,186.35
65.68,186.27
70.43,174.05
69.58,180.71
68.08,183.33
72.62,199.06
70.96,196.56
78.53,253.89
66.78,156.88
69.24,197.56
67.72,176.27
72.14,204.64
67.80,177.79
71.46,200.59
66.05,170.24
67.67,185.10
66.73,171.52
69.59,176.17
65.12,156.38
67.44,168.43
69.82,203.22
73.41,222.22
66.22,163.57
69.94,180.47
71.84,189.03
73.21,220.66
73.85,228.28
67.32,163.29
71.52,194.09
71.32,210.27
68.19,181.03
64.70,155.88
74.84,213.33
67.89,162.96
69.36,185.92
70.95,196.70
69.20,191.54
69.27,172.32
68.82,190.76
66.95,174.17
69.92,194.72
69.13,192.17
71.84,196.51
74.07,214.34
66.68,174.74
61.89,140.80
67.25,166.59
63.01,158.32
72.08,202.85
74.89,211.17
70.66,185.76
65.74,179.49
72.76,200.51
67.64,164.58
60.72,123.63
63.87,152.55
63.77,160.63
72.36,207.39
70.41,200.84
68.63,193.94
66.40,168.29
66.35,172.73
70.36,182.69
67.52,185.30
69.56,196.48
66.03,168.88
68.51,183.60
71.23,198.07
67.88,177.25
66.87,173.06
65.95,185.93
70.02,182.56
68.30,171.92
70.01,184.37
69.17,173.85
69.78,203.46
68.09,170.13
69.61,181.56
69.76,180.17
69.84,195.89
71.30,192.85
65.36,158.88
67.33,189.22
69.86,191.91
68.77,187.84
70.27,188.92
68.17,200.01
68.77,187.71
65.50,161.75
69.99,185.68
72.32,211.76
72.66,186.19
69.11,184.34
70.03,205.85
67.66,178.92
71.16,194.38
65.08,177.72
72.55,199.17
65.92,148.39
72.35,203.04
63.53,156.79
72.32,209.45
68.47,192.53
67.74,176.26
67.30,166.81
64.07,145.86
69.53,187.53
70.11,201.88
66.77,161.56
67.96,169.06
66.72,183.72
71.42,197.86
71.41,211.17
69.33,196.14
70.98,199.81
68.21,178.91
68.79,170.52
62.45,150.72
65.54,168.30
71.43,184.34
69.09,198.41
66.19,176.59
71.15,205.76
64.97,166.75
68.15,197.48
62.67,166.10
64.53,156.54
69.41,178.59
66.17,187.31
70.19,182.90
70.98,183.74
69.75,178.50
68.99,195.42
67.99,187.70
69.13,190.69
69.16,174.40
67.90,173.92
67.69,177.11
72.43,189.18
66.53,180.30
67.39,185.56
71.82,205.93
65.56,172.81
68.28,186.68
73.65,223.29
67.93,182.27
67.43,188.44
72.01,213.07
70.40,199.99
67.99,181.78
71.58,193.09
68.31,184.53
69.59,197.36
70.09,196.64
69.71,184.06
69.74,177.00
65.43,189.94
68.31,178.63
67.18,172.47
71.68,200.90
67.39,174.66
71.64,200.76
69.72,181.94
67.17,170.30
70.44,186.81
70.79,200.36
68.23,167.93
69.70,191.70
70.69,184.69
69.78,184.84
67.96,166.55
72.27,207.59
75.44,230.99
68.58,181.49
71.68,193.44
68.78,177.36
69.84,190.27
72.38,228.21
70.32,192.97
72.12,203.05
64.70,173.59
67.99,167.18
67.41,164.87
70.07,186.91
68.43,184.25
66.34,176.31
73.01,193.09
68.21,200.75
67.17,181.89
71.47,201.45
70.01,179.77
74.40,227.82
71.45,210.69
64.04,154.42
65.56,163.01
67.55,195.86
64.22,152.76
72.54,198.73
67.50,167.47
66.70,177.29
69.38,198.52
72.59,189.10
70.29,195.92
71.70,214.79
71.33,205.82
66.71,170.07
73.41,218.76
71.80,209.13
68.83,172.27
74.97,237.58
63.28,164.55
70.88,190.55
69.14,181.76
67.27,171.47
69.89,190.10
73.67,222.53
65.53,184.43
68.51,191.40
69.30,185.65
