Gender,Height,Weight
Male,64.91,159.20
Male,69.65,189.61
Male,69.58,199.27
Male,70.04,181.32
Male,67.17,178.67
Male,70.66,189.14
Male,68.00,181.15
Male,69.13,179.01
Male,68.05,173.20
Male,66.74,193.73
Male,70.44,194.90
Male,69.40,189.94
Male,69.95,188.31
Male,68.74,188.76
Male,65.22,155.14
Male,67.50,171.98
Male,64.85,154.44
Male,69.11,191.15
Male,68.96,182.19
Male,65.55,175.90
Male,65.75,167.67
Male,67.56,156.18
Male,64.83,146.95
Male,66.18,156.49
Male,71.17,193.72
Male,70.48,215.49
Male,67.98,179.42
Male,72.31,203.25
Male,74.81,232.21
Male,74.02,207.71
Male,70.24,184.28
Male,68.53,172.52
Male,65.39,156.87
Male,67.29,185.86
Male,65.89,175.26
Male,74.12,217.35
Male,68.49,193.73
Male,71.46,179.44
Male,69.24,175.23
Male,65.49,170.81
Male,66.82,176.83
Male,71.80,205.90
Male,68.07,171.70
Male,70.21,185.71
Male,76.84,211.72
Male,63.72,165.98
Male,63.22,172.02
Male,67.17,158.37
Male,68.95,181.78
Male,70.42,216.21
Male,70.10,176.67
Male,68.22,186.20
Male,65.07,174.71
Male,64.63,135.89
Male,68.37,190.92
Male,65.76,164.09
Male,71.95,208.20
Male,66.71,173.96
Male,68.28,184.81
Male,72.98,218.57
Male,68.13,175.02
Male,68.60,186.97
Male,65.52,159.94
Male,71.43,205.70
Male,74.14,219.05
Male,65.60,165.23
Male,73.04,196.66
Male,71.06,189.32
Male,65.66,169.96
Male,69.57,182.87
Male,75.26,227.44
Male,71.91,204.03
Male,73.54,214.34
Male,65.39,178.44
Male,67.89,178.18
Male,67.92,179.25
Male,66.66,183.17
Male,73.18,208.84
Male,70.13,192.08
Male,72.73,213.68
Male,68.97,175.55
Male,69.48,183.12
Male,62.18,152.79
Male,68.05,182.76
Male,65.59,171.22
Male,70.33,185.59
Male,72.50,204.63
Male,71.15,190.86
Male,68.01,194.75
Male,72.98,202.18
Male,67.72,182.36
Male,68.52,188.05
Male,66.35,171.69
Male,68.18,172.96
Male,71.88,211.04
Male,71.77,200.80
Male,71.15,210.05
Male,66.09,175.65
Male,70.82,186.60
Male,71.30,206.16
Male,69.81,186.67
Male,65.52,175.57
Male,68.56,191.09
Male,72.27,211.46
Male,63.58,142.17
Male,71.04,205.84
Male,65.68,163.14
Male,65.21,151.88
Male,64.84,142.73
Male,69.96,186.45
Male,67.38,170.00
Male,63.23,164.50
Male,70.38,180.30
Male,71.61,193.07
Male,67.09,176.42
Male,63.97,160.06
Male,67.58,180.42
Male,65.19,185.35
Male,71.78,205.17
Male,72.10,206.22
Male,72.37,210.19
Male,73.10,215.71
Male,69.91,181.59
Male,64.56,161.89
Male,70.35,197.68
Male,68.54,179.57
Male,67.79,186.12
Male,72.63,192.33
Male,67.20,179.21
Male,75.95,237.57
Male,63.96,152.65
Male,69.01,196.32
Male,64.97,172.52
Male,72.06,202.33
Male,66.98,193.82
Male,70.28,186.92
Male,67.19,179.72
Male,65.90,167.62
Male,73.70,232.72
Male,67.97,171.73
Male,65.63,180.00
Male,65.82,163.59
Male,71.72,190.99
Male,73.50,205.47
Male,64.03,147.37
Male,68.28,199.60
Male,74.34,220.38
Male,69.81,206.29
Male,71.42,209.23
Male,73.29,228.56
Male,72.09,205.39
Male,63.91,167.84
Male,72.25,193.51
Male,70.60,188.45
Male,70.87,214.98
Male,71.96,198.40
Male,68.15,178.17
Male,68.93,189.58
Male,66.30,180.20
Male,65.27,149.93
Male,68.48,180.90
Male,65.64,170.10
Male,68.87,178.82
Male,68.46,181.36
Male,69.32,194.33
Male,70.46,203.26
Male,72.67,219.10
Male,69.34,181.90
Male,68.57,185.98
Male,71.62,201.68
Male,68.90,175.45
Male,72.66,188.40
Male,71.38,217.37
Male,70.28,211.58
Male,70.71,197.06
Male,68.52,186.72
Male,61.74,140.01
Male,68.77,187.55
Male,73.57,205.36
Male,66.56,179.22
Male,70.31,208.50
Male,72.56,211.77
Male,73.69,228.45
Male,68.14,170.80
Male,68.46,186.21
Male,73.84,229.34
Male,66.67,176.88
Male,74.40,240.94
Male,67.77,172.67
Male,64.07,155.34
Male,66.64,170.37
Male,69.38,194.75
Male,70.00,190.09
Male,74.59,227.12
Male,68.46,175.62
Male,69.58,187.03
Male,67.05,183.06
Male,71.22,194.94
Male,67.07,167.28
Male,73.12,208.58
Male,66.46,169.97
Male,67.79,164.34
Male,70.35,195.97
Male,71.13,205.64
Male,72.30,212.06
Male,68.96,193.83
Male,67.14,165.14
Male,69.97,189.84
Male,68.57,189.13
Male,68.09,169.94
Male,75.89,224.13
Male,71.99,211.02
Male,68.46,185.53
Male,72.47,208.29
Male,67.74,166.35
Male,70.03,174.32
Male,72.19,216.20
Male,69.59,187.86
Male,71.05,200.73
Male,70.81,181.56
Male,68.06,189.37
Male,73.39,203.51
Male,75.34,218.53
Male,72.25,205.23
Male,66.18,176.48
Male,61.68,156.45
Male,71.89,199.83
Male,62.48,148.91
Male,67.97,186.61
Male,69.69,201.48
Male,62.95,150.67
Male,71.36,197.47
Male,67.33,187.71
Male,67.78,192.20
Male,69.16,175.30
Male,68.86,201.80
Male,67.08,203.49
Male,67.30,187.35
Male,67.52,174.40
Male,68.57,179.80
Male,71.57,198.03
Male,73.23,210.55
Male,69.44,169.50
Male,71.62,220.34
Male,65.77,171.41
Male,72.74,208.38
Male,67.23,178.07
Male,70.88,192.35
Male,69.96,189.02
Male,65.87,178.22
Male,70.86,184.49
Male,71.59,197.89
Male,70.05,184.83
Male,67.50,175.88
Male,65.15,140.51
Male,69.02,187.57
Male,70.82,184.45
Male,70.86,190.80
Male,68.05,177.03
Male,69.84,186.28
Male,63.49,160.49
Male,66.63,164.06
Male,70.88,191.89
Male,67.36,181.37
Male,70.44,225.80
Male,69.43,196.25
Male,68.85,187.03
Male,71.33,196.62
Male,75.28,219.11
Male,68.31,174.24
Male,66.78,158.72
Male,70.57,185.96
Male,66.99,159.76
Male,67.61,178.89
Male,72.78,201.19
Male,72.36,175.17
Male,70.64,189.81
Male,68.56,190.37
Male,68.14,192.57
Male,63.39,136.67
Male,63.67,161.58
Male,69.58,195.32
Male,69.10,194.58
Male,70.96,178.55
Male,70.36,196.14
Male,69.24,179.37
Male,68.93,187.63
Male,72.42,204.71
Male,68.43,194.61
Male,71.60,196.67
Male,72.97,200.51
Male,68.72,186.43
Male,70.60,200.37
Male,70.54,209.71
Male,61.14,125.83
Male,70.82,204.58
Male,67.84,192.37
Male,72.35,224.60
Male,70.09,198.70
Male,65.51,162.73
Male,69.37,187.33
Male,70.43,188.76
Male,69.16,200.61
Male,69.08,194.28
Male,65.63,188.32
Male,70.25,176.05
Male,74.26,218.51
Male,73.43,223.19
Male,68.95,180.48
Male,69.31,191.42
Male,71.97,210.49
Male,69.26,196.38
Male,69.32,206.08
Male,64.57,167.44
Male,69.61,187.53
Male,71.98,203.08
Male,71.38,205.55
Male,68.91,186.71
Male,70.65,207.56
Male,71.59,201.61
Male,71.86,202.91
Male,64.15,153.88
Male,68.08,162.51
Male,71.19,192.97
Male,68.26,186.30
Male,68.16,179.25
Male,66.27,159.01
Male,64.76,177.22
Male,64.59,161.64
Male,67.41,158.75
Male,72.12,184.68
Male,68.14,167.29
Male,69.55,186.90
Male,71.80,196.21
Male,68.07,172.71
Male,68.50,205.89
Male,69.24,192.10
Male,62.81,139.31
Male,63.79,169.07
Male,71.46,189.18
Male,70.36,201.60
Male,70.44,194.10
Male,68.38,168.15
Male,70.95,185.97
Male,71.11,206.49
Male,70.14,186.11
Male,60.94,140.15
Male,71.70,199.95
Male,71.16,197.26
Male,71.13,207.58
Male,70.45,182.86
Male,72.36,216.06
Male,67.91,167.73
Male,67.72,180.05
Male,71.77,190.41
Male,72.80,196.50
Male,70.40,188.59
Male,73.14,217.24
Male,70.44,197.18
Male,68.52,176.71
Male,62.49,144.46
Male,69.33,218.91
Male,71.92,203.85
Male,72.06,205.94
Male,72.71,204.37
Male,67.89,178.33
Male,69.89,200.12
Male,68.32,173.78
Male,71.70,203.00
Male,65.54,145.91
Male,64.82,166.13
Male,68.69,200.31
Male,75.43,222.18
Male,70.59,217.64
Male,71.01,195.23
Male,67.36,178.17
Male,67.17,186.35
Male,72.59,204.34
Male,67.72,171.73
Male,71.77,200.13
Male,60.94,152.35
Male,68.28,181.45
Male,68.65,176.03
Male,67.84,185.73
Male,72.39,206.67
Male,69.36,187.40
Male,69.51,200.24
Male,66.97,180.64
Male,68.06,187.78
Male,73.85,205.48
Male,70.43,199.14
Male,68.36,187.92
Male,75.16,250.32
Male,66.12,184.13
Male,67.77,187.16
Male,60.27,132.95
Male,70.78,193.76
Male,65.12,165.84
Male,66.21,180.58
Male,69.02,191.81
Male,67.14,185.79
Male,69.48,209.18
Male,69.74,183.68
Male,68.30,203.23
Male,71.05,191.01
Male,67.96,190.96
Male,65.78,170.22
Male,70.55,195.18
Male,68.85,196.72
Male,67.62,165.96
Male,63.76,157.51
Male,69.72,201.47
Male,69.56,188.24
Male,70.01,184.06
Male,68.11,163.70
Male,72.09,207.13
Male,73.08,211.11
Male,73.90,206.64
Male,67.00,171.54
Male,65.74,166.62
Male,63.86,157.41
Male,67.78,189.91
Male,68.03,182.74
Male,66.53,164.72
Male,69.36,200.94
Male,65.88,174.30
Male,68.36,194.47
Male,75.54,212.01
Male,67.80,187.29
Male,67.86,175.60
Male,66.50,162.62
Male,64.95,162.90
Male,69.35,180.52
Male,67.94,185.01
Male,67.45,170.51
Male,69.64,190.25
Male,72.45,209.32
Male,67.46,182.63
Male,69.95,196.47
Male,71.68,215.88
Male,64.99,169.41
Male,60.22,146.96
Male,71.41,192.57
Male,68.91,202.74
Male,73.61,211.46
Male,68.69,180.93
Male,74.32,210.04
Male,67.35,174.63
Male,68.36,189.20
Male,69.68,188.15
Male,68.84,153.47
Male,66.55,179.10
Male,68.99,186.03
Male,67.32,178.08
Male,64.96,164.30
Male,71.36,212.59
Male,68.75,174.65
Male,69.92,196.43
Male,73.97,216.86
Male,69.07,183.58
Male,68.75,195.12
Male,67.97,166.31
Male,65.81,178.97
Male,64.58,156.92
Male,70.46,191.92
Male,71.33,198.42
Male,70.97,183.20
Male,65.24,158.62
Male,69.50,186.60
Male,70.19,198.14
Male,68.50,184.66
Male,69.19,166.25
Male,70.56,189.70
Male,69.43,199.34
Male,69.78,191.50
Male,67.47,181.55
Male,64.43,166.67
Male,66.90,192.02
Male,70.15,200.15
Male,66.69,170.71
Male,61.61,136.67
Male,68.16,194.18
Male,69.22,218.31
Male,70.07,195.86
Male,69.88,181.67
Male,69.03,180.80
Male,70.72,205.55
Male,69.08,183.41
Male,68.41,184.01
Male,70.10,192.00
Male,72.20,193.79
Male,71.64,200.71
Male,68.65,178.40
Male,66.38,163.78
Male,69.07,207.02
Male,68.86,185.54
Male,72.29,213.90
Male,65.49,172.47
Male,70.64,210.80
Male,71.96,209.78
Male,71.05,215.26
Male,69.78,191.96
Male,69.43,200.22
Male,72.31,199.75
Male,65.81,191.56
Male,65.91,167.72
Male,70.65,204.87
Male,65.23,167.37
Male,70.20,214.00
Male,64.07,147.20
Male,66.82,178.17
Male,74.11,240.85
Male,69.00,211.12
Male,70.00,196.51
Male,67.47,170.48
Male,74.45,213.70
Male,70.12,180.24
Male,68.79,179.94
Male,67.73,178.30
Male,70.84,201.39
Male,70.33,190.41
Male,69.48,191.76
Male,70.97,194.20
Male,64.14,159.63
Male,70.66,201.80
Male,69.49,185.68
Male,68.49,182.33
Male,66.93,177.60
Male,66.86,180.34
Male,69.86,183.81
Male,66.70,157.73
Male,70.57,205.28
Male,64.33,163.98
Male,64.99,144.55
Male,68.13,177.90
Male,71.95,207.69
Male,68.73,184.51
Male,70.96,188.73
Male,70.90,193.45
Male,71.83,208.69
Male,65.71,162.29
Male,68.49,193.46
Male,70.12,182.42
Male,66.87,166.40
Male,72.45,202.99
Male,70.89,194.69
Male,68.31,171.31
Male,71.59,201.26
Male,68.88,192.35
Male,69.35,194.45
Male,70.04,199.50
Male,68.67,186.13
Male,66.47,180.77
Male,70.30,213.47
Male,72.35,201.91
Male,70.38,189.72
Male,65.01,157.61
Male,68.16,177.00
Male,69.92,207.07
Male,73.43,208.87
Male,63.72,156.77
Male,62.26,129.29
Male,72.21,202.09
Male,74.24,222.25
Male,70.11,216.95
Male,72.20,201.88
Male,68.09,175.16
Male,68.04,186.06
Male,71.42,188.96
Male,72.87,219.03
Male,69.64,192.94
Male,67.68,188.22
Male,67.38,180.09
Male,63.42,150.86
Male,65.22,174.93
Male,69.47,192.98
Male,68.93,186.78
Male,69.22,188.09
Male,68.94,172.38
Male,67.45,195.15
Male,65.38,152.29
Male,69.64,174.16
Male,64.79,157.00
Male,68.86,192.03
Male,67.08,182.01
Male,67.04,167.91
Male,67.30,189.81
Male,70.55,194.21
Male,65.40,176.16
Male,67.11,159.31
Male,66.86,173.53
Male,71.96,205.56
Male,64.04,163.05
Male,61.63,147.87
Male,70.96,202.12
Male,66.91,166.90
Male,69.22,168.52
Male,67.37,188.77
Male,71.54,211.84
Male,71.89,203.90
Male,73.61,216.40
Male,64.10,161.81
Male,70.96,195.02
Male,70.28,203.47
Male,67.44,171.38
Male,69.47,187.12
Male,68.74,189.78
Male,70.90,200.47
Male,66.67,157.49
Male,67.79,173.64
Male,68.46,183.52
Male,69.51,193.22
Male,69.77,188.84
Male,66.49,176.01
Male,72.73,219.13
Male,71.49,189.99
Male,71.47,198.08
Male,64.64,165.07
Male,69.69,186.38
Male,70.00,187.72
Male,67.03,157.45
Male,69.89,185.73
Male,65.36,158.04
Male,64.45,138.09
Male,68.29,181.40
Male,69.94,177.38
Male,68.38,191.59
Male,67.51,182.90
Male,71.87,193.14
Male,72.04,181.29
Male,68.69,178.51
Male,68.69,187.32
Male,67.56,192.96
Male,69.52,189.43
Male,72.20,194.87
Male,71.31,196.97
Male,69.63,175.39
Male,69.21,196.27
Male,67.19,187.11
Male,72.17,199.04
Male,69.63,206.02
Male,67.90,184.21
Male,64.77,159.08
Male,69.03,180.70
Male,69.38,192.76
Male,63.01,162.69
Male,69.77,197.63
Male,70.23,195.15
Male,64.94,145.77
Male,76.27,247.39
Male,66.46,166.02
Male,68.41,179.43
Male,71.78,199.71
Male,67.38,198.55
Male,70.10,196.19
Male,72.72,206.40
Male,70.55,190.37
Male,64.48,164.65
Male,68.42,189.60
Male,67.40,179.57
Male,69.76,188.96
Male,66.81,179.54
Male,69.39,204.59
Male,70.42,190.84
Male,62.69,153.89
Male,71.20,210.17
Male,65.04,168.62
Male,69.58,206.60
Male,73.80,211.76
Male,68.09,177.37
Male,71.45,192.91
Male,68.04,178.11
Male,67.77,159.09
Male,68.18,170.54
Male,72.99,205.65
Male,69.91,183.28
Male,68.20,188.20
Male,68.78,192.41
Male,67.57,186.06
Male,70.82,184.52
Male,73.68,211.29
Male,62.95,145.69
Male,65.46,161.33
Male,72.74,211.17
Male,68.84,181.55
Male,67.47,162.48
Male,61.33,139.83
Male,73.36,212.26
Male,65.16,157.69
Male,71.98,220.76
Male,70.86,185.42
Male,67.62,181.91
Male,68.34,182.68
Male,70.35,211.49
Male,70.48,197.29
Male,67.78,182.62
Male,72.46,203.42
Male,70.43,193.24
Male,71.05,212.11
Male,69.62,186.35
Male,65.68,186.27
Male,70.43,174.05
Male,69.58,180.71
Male,68.08,183.33
Male,72.62,199.06
Male,70.96,196.56
Male,78.53,253.89
Male,66.78,156.88
Male,69.24,197.56
Male,67.72,176.27
Male,72.14,204.64
Male,67.80,177.79
Male,71.46,200.59
Male,66.05,170.24
Male,67.67,185.10
Male,66.73,171.52
Male,69.59,176.17
Male,65.12,156.38
Male,67.44,168.43
Male,69.82,203.22
Male,73.41,222.22
Male,66.22,163.57
Male,69.94,180.47
Male,71.84,189.03
Male,73.21,220.66
Male,73.85,228.28
Male,67.32,163.29
Male,71.52,194.09
Male,71.32,210.27
Male,68.19,181.03
Male,64.70,155.88
Male,74.84,213.33
Male,67.89,162.96
Male,69.36,185.92
Male,70.95,196.70
Male,69.20,191.54
Male,69.27,172.32
Male,68.82,190.76
Male,66.95,174.17
Male,69.92,194.72
Male,69.13,192.17
Male,71.84,196.51
Male,74.07,214.34
Male,66.68,174.74
Male,61.89,140.80
Male,67.25,166.59
Male,63.01,158.32
Male,72.08,202.85
Male,74.89,211.17
Male,70.66,185.76
Male,65.74,179.49
Male,72.76,200.51
Male,67.64,164.58
Male,60.72,123.63
Male,63.87,152.55
Male,63.77,160.63
Male,72.36,207.39
Male,70.41,200.84
Male,68.63,193.94
Male,66.40,168.29
Male,66.35,172.73
Male,70.36,182.69
Male,67.52,185.30
Male,69.56,196.48
Male,66.03,168.88
Male,68.51,183.60
Male,71.23,198.07
Male,67.88,177.25
Male,66.87,173.06
Male,65.95,185.93
Male,70.02,182.56
Male,68.30,171.92
Male,70.01,184.37
Male,69.17,173.85
Male,69.78,203.46
Male,68.09,170.13
Male,69.61,181.56
Male,69.76,180.17
Male,69.84,195.89
Male,71.30,192.85
Male,65.36,158.88
Male,67.33,189.22
Male,69.86,191.91
Male,68.77,187.84
Male,70.27,188.92
Male,68.17,200.01
Male,68.77,187.71
Male,65.50,161.75
Male,69.99,185.68
Male,72.32,211.76
Male,72.66,186.19
Male,69.11,184.34
Male,70.03,205.85
Male,67.66,178.92
Male,71.16,194.38
Male,65.08,177.72
Male,72.55,199.17
Male,65.92,148.39
Male,72.35,203.04
Male,63.53,156.79
Male,72.32,209.45
Male,68.47,192.53
Male,67.74,176.26
Male,67.30,166.81
Male,64.07,145.86
Male,69.53,187.53
Male,70.11,201.88
Male,66.77,161.56
Male,67.96,169.06
Male,66.72,183.72
Male,71.42,197.86
Male,71.41,211.17
Male,69.33,196.14
Male,70.98,199.81
Male,68.21,178.91
Male,68.79,170.52
Male,62.45,150.72
Male,65.54,168.30
Male,71.43,184.34
Male,69.09,198.41
Male,66.19,176.59
Male,71.15,205.76
Male,64.97,166.75
Male,68.15,197.48
Male,62.67,166.10
Male,64.53,156.54
Male,69.41,178.59
Male,66.17,187.31
Male,70.19,182.90
Male,70.98,183.74
Male,69.75,178.50
Male,68.99,195.42
Male,67.99,187.70
Male,69.13,190.69
Male,69.16,174.40
Male,67.90,173.92
Male,67.69,177.11
Male,72.43,189.18
Male,66.53,180.30
Male,67.39,185.56
Male,71.82,205.93
Male,65.56,172.81
Male,68.28,186.68
Male,73.65,223.29
Male,67.93,182.27
Male,67.43,188.44
Male,72.01,213.07
Male,70.40,199.99
Male,67.99,181.78
Male,71.58,193.09
Male,68.31,184.53
Male,69.59,197.36
Male,70.09,196.64
Male,69.71,184.06
Male,69.74,177.00
Male,65.43,189.94
Male,68.31,178.63
Male,67.18,172.47
Male,71.68,200.90
Male,67.39,174.66
Male,71.64,200.76
Male,69.72,181.94
Male,67.17,170.30
Male,70.44,186.81
Male,70.79,200.36
Male,68.23,167.93
Male,69.70,191.70
Male,70.69,184.69
Male,69.78,184.84
Male,67.96,166.55
Male,72.27,207.59
Male,75.44,230.99
Male,68.58,181.49
Male,71.68,193.44
Male,68.78,177.36
Male,69.84,190.27
Male,72.38,228.21
Male,70.32,192.97
Male,72.12,203.05
Male,64.70,173.59
Male,67.99,167.18
Male,67.41,164.87
Male,70.07,186.91
Male,68.43,184.25
Male,66.34,176.31
Male,73.01,193.09
Male,68.21,200.75
Male,67.17,181.89
Male,71.47,201.45
Male,70.01,179.77
Male,74.40,227.82
Male,71.45,210.69
Male,64.04,154.42
Male,65.56,163.01
Male,67.55,195.86
Male,64.22,152.76
Male,72.54,198.73
Male,67.50,167.47
Male,66.70,177.29
Male,69.38,198.52
Male,72.59,189.10
Male,70.29,195.92
Male,71.70,214.79
Male,71.33,205.82
Male,66.71,170.07
Male,73.41,218.76
Male,71.80,209.13
Male,68.83,172.27
Male,74.97,237.58
Male,63.28,164.55
Male,70.88,190.55
Male,69.14,181.76
Male,67.27,171.47
Male,69.89,190.10
Male,73.67,222.53
Male,65.53,184.43
Male,68.51,191.40
Male,69.30,185.65
Male,70.54,210.20
Male,73.91,202.43
Male,67.40,144.28
Male,72.74,187.22
Male,72.18,217.52
Male,69.00,182.90
Male,66.67,175.19
Male,70.88,181.99
Male,70.78,203.24
Male,70.07,188.26
Male,67.09,164.55
Male,66.07,153.06
Male,70.87,219.80
Male,71.00,185.90
Male,68.73,191.61
Male,69.76,196.73
Male,67.38,183.54
Male,67.20,176.95
Male,67.07,177.34
Male,71.29,187.96
Male,62.47,146.05
Male,69.54,182.82
Male,70.09,173.81
Male,71.15,194.38
Male,66.88,173.55
Male,64.98,151.45
Male,70.03,198.10
Male,66.15,202.13
Male,73.26,205.58
Male,69.20,185.26
Male,71.70,197.38
Male,67.71,168.92
Male,70.42,201.67
Male,73.53,202.31
Male,75.82,230.44
Male,71.37,214.28
Male,68.15,192.15
Male,67.12,180.83
Male,70.05,186.59
Male,65.42,171.94
Male,71.59,203.23
Male,71.69,203.56
Male,65.41,160.97
Male,69.76,187.12
Male,74.23,219.71
Male,65.86,174.76
Male,72.92,209.75
Male,70.37,206.58
Male,66.27,178.61
Male,66.09,166.51
Male,61.31,149.88
Male,73.98,214.20
Male,71.97,213.70
Male,74.13,204.37
Male,71.60,208.02
Male,69.13,206.84
Male,65.77,161.09
Male,71.89,200.30
Male,66.73,167.79
Male,67.28,184.12
Male,71.82,205.76
Male,64.78,173.90
Male,70.07,176.61
Male,63.23,159.17
Male,68.24,173.26
Male,68.98,195.12
Male,71.67,213.11
Male,69.26,184.65
Male,70.91,205.38
Male,66.29,191.28
Male,71.04,207.26
Male,66.23,169.25
Male,66.59,175.06
Male,64.87,164.09
Male,68.57,199.49
Male,68.94,178.21
Male,72.25,193.49
Male,72.12,210.91
Male,68.37,184.63
Male,70.25,208.06
Male,72.56,215.28
Male,70.61,197.85
Male,69.93,197.00
Male,69.69,190.15
Male,67.54,169.89
Male,66.45,163.29
Male,66.15,168.26
Male,71.80,190.35
Male,76.45,213.73
Male,63.63,158.69
Male,69.28,177.80
Male,72.85,210.50
Male,67.07,175.09
Male,69.14,186.86
Male,67.38,164.20
Male,68.99,186.04
Male,71.45,196.14
Male,67.17,174.36
Male,67.07,176.91
Male,74.15,224.94
Male,68.92,213.14
Male,69.97,195.24
Male,64.74,171.39
Male,63.53,154.12
Male,66.34,179.77
Male,68.99,199.78
Male,64.99,153.66
Male,69.71,185.13
Male,65.38,171.14
Male,65.22,161.72
Male,66.44,186.00
Male,72.55,224.75
Male,63.61,155.43
Male,68.37,185.54
Male,68.96,191.35
Male,68.94,171.91
Male,65.23,176.93
Male,71.62,194.42
Male,72.47,228.75
Male,69.57,175.45
Male,68.40,202.87
Male,67.90,176.63
Male,71.86,213.08
Male,69.51,177.20
Male,69.65,211.91
Male,70.89,195.77
Male,68.89,191.88
Male,68.93,167.42
Male,73.08,210.21
Male,70.18,213.68
Male,67.80,171.24
Male,69.92,211.74
Male,67.89,188.62
Male,67.29,187.00
Male,68.53,192.53
Male,68.27,193.47
Male,66.47,178.30
Male,71.57,177.92
Male,69.56,168.67
Male,68.05,182.21
Male,69.98,197.92
Male,66.82,189.24
Male,72.44,210.71
Male,69.18,196.61
Male,69.33,182.12
Male,69.94,172.90
Male,70.21,194.21
Male,74.60,227.70
Male,66.93,164.23
Male,70.35,190.82
Male,65.24,167.45
Male,66.47,185.69
Male,69.70,181.22
Male,72.22,212.12
Male,69.74,181.15
Male,72.15,191.87
Male,72.76,206.71
Male,72.79,198.34
Male,66.52,165.44
Male,67.45,174.38
Male,74.57,234.81
Male,70.12,186.76
Male,70.49,196.54
Male,73.38,224.36
Male,67.81,170.46
Male,66.37,167.96
Male,67.62,190.74
Male,62.56,132.26
Male,69.04,190.21
Male,67.75,172.64
Male,68.28,177.63
Male,72.35,213.13
Male,77.01,251.43
Male,67.50,188.96
Male,67.08,182.24
Male,71.82,217.39
Male,67.89,173.60
Male,65.22,166.09
Male,69.39,210.49
Male,70.21,198.64
Male,65.93,159.28
Male,66.19,176.02
Male,66.34,165.70
Male,69.76,181.16
Male,68.75,183.17
Male,67.02,164.89
Male,68.74,183.40
Male,66.97,166.43
Male,63.93,158.93
Male,70.06,197.18
Male,72.54,205.56
Male,71.43,199.44
Male,66.25,179.25
Male,68.12,182.80
Male,69.43,200.34
Male,67.93,174.33
Male,72.20,218.06
Male,71.47,202.84
Male,73.78,224.63
Male,70.40,175.67
Male,72.42,217.72
Male,69.24,178.34
Male,69.64,205.30
Male,65.54,158.70
Male,69.48,206.82
Male,67.88,203.45
Male,67.93,183.48
Male,67.51,166.39
Male,70.71,182.05
Male,68.92,170.66
Male,71.40,202.54
Male,67.02,187.77
Male,65.45,157.10
Male,70.48,192.79
Male,68.23,181.61
Male,71.17,209.22
Male,64.43,168.80
Male,65.74,173.88
Male,68.19,166.52
Male,70.28,183.79
Male,73.37,224.72
Male,73.70,218.42
Male,71.86,213.73
Male,73.85,208.36
Male,74.58,213.20
Male,70.05,194.97
Male,71.62,193.37
Male,68.92,186.49
Male,67.16,176.22
Male,70.51,214.27
Male,67.10,153.21
Male,68.06,168.52
Male,69.56,174.86
Male,67.31,173.11
Male,69.67,189.53
Male,67.37,187.19
Male,67.60,179.07
Male,68.49,181.50
Male,68.91,192.43
Male,71.42,196.50
Male,70.05,180.42
Male,71.71,211.58
Male,65.01,162.13
Male,69.16,193.18
Male,66.58,184.76
Male,64.59,163.65
Male,67.88,186.50
Male,69.85,201.87
Male,66.93,182.80
Male,68.98,183.25
Male,69.15,202.24
Male,66.31,168.37
Male,70.53,212.44
Male,70.58,198.18
Male,63.93,154.26
Male,70.56,184.38
Male,72.69,224.81
Male,72.44,200.86
Male,63.18,144.77
Male,66.95,172.94
Male,78.62,245.73
Male,68.55,194.28
Male,65.08,149.33
Male,72.04,206.98
Male,67.96,190.36
Male,71.35,207.89
Male,70.45,200.94
Male,73.69,220.71
Male,63.77,159.29
Male,66.75,181.92
Male,70.35,185.86
Male,71.94,198.67
Male,72.41,210.36
Male,67.79,180.08
Male,70.58,192.50
Male,71.46,201.90
Male,67.90,177.35
Male,74.99,227.01
Male,67.86,202.44
Male,67.46,167.55
Male,73.25,217.43
Male,64.20,174.87
Male,73.04,212.35
Male,68.74,199.84
Male,70.50,203.91
Male,69.16,155.32
Male,70.27,192.69
Male,69.81,199.68
Male,71.18,205.62
Male,65.46,173.82
Male,67.03,188.16
Male,70.20,199.70
Male,69.12,192.37
Male,64.25,153.12
Male,71.12,196.28
Male,63.62,168.94
Male,69.43,214.59
Male,68.95,177.02
Male,69.37,182.09
Male,68.91,177.24
Male,68.23,176.58
Male,73.36,202.24
Male,70.02,201.21
Male,74.31,210.27
Male,72.20,218.29
Male,69.01,185.88
Male,71.97,207.85
Male,69.42,195.31
Male,62.96,154.43
Male,63.17,139.90
Male,67.75,197.92
Male,73.04,211.72
Male,66.38,183.24
Male,66.80,182.78
Male,65.98,177.34
Male,67.55,159.56
Male,64.07,156.80
Male,68.98,164.72
Male,68.00,177.62
Male,76.72,236.15
Male,70.97,197.24
Male,70.30,196.19
Male,69.87,200.37
Male,73.74,215.16
Male,72.03,208.70
Male,66.12,186.85
Male,66.78,178.62
Male,71.45,210.20
Male,66.64,155.76
Male,71.85,203.62
Male,73.61,207.68
Male,68.89,201.87
Male,72.76,211.75
Male,74.20,225.33
Male,72.50,175.17
Male,69.75,184.16
Male,62.20,142.25
Male,66.86,171.73
Male,66.43,191.95
Male,70.41,178.58
Male,69.91,188.35
Male,70.79,206.59
Male,70.18,201.38
Male,71.31,202.49
Male,64.85,160.24
Male,62.75,148.10
Male,67.62,175.44
Male,72.93,224.31
Male,68.68,182.18
Male,65.21,158.85
Male,63.83,148.92
Male,72.11,204.04
Male,70.25,213.90
